tutor_id,tutor_name,check_in,check_out,shift_hours,snapshot_in,snapshot_out
3534553,Benjamin Lewis,2025-01-17 11:45,2025-01-17 13:45,2.0,snapshots/3534553.jpg,snapshots/3534553.jpg
6887917,Lucas Moore,2025-01-19 09:30,2025-01-19 11:00,1.5,snapshots/6887917.jpg,snapshots/6887917.jpg
2598056,Liam Johnson,2025-01-20 13:15,2025-01-20 16:15,3.0,snapshots/2598056.jpg,snapshots/2598056.jpg
2115580,Saanvi Joshi,2025-01-20 16:00,2025-01-20 17:30,1.5,snapshots/2115580.jpg,snapshots/2115580.jpg
7134699,Vivaan Kumar,2025-01-21 08:30,2025-01-21 11:30,3.0,snapshots/7134699.jpg,snapshots/7134699.jpg
2750869,Neha Patel,2025-01-22 11:30,2025-01-22 13:30,2.0,snapshots/2750869.jpg,snapshots/2750869.jpg
2750869,Neha Patel,2025-01-22 12:15,2025-01-22 14:15,2.0,snapshots/2750869.jpg,snapshots/2750869.jpg
2598056,Liam Johnson,2025-01-22 13:45,2025-01-22 15:45,2.0,snapshots/2598056.jpg,snapshots/2598056.jpg
6362733,Meera Nair,2025-01-22 15:45,2025-01-22 18:15,2.5,snapshots/6362733.jpg,snapshots/6362733.jpg
6474141,Anaya Sharma,2025-01-23 15:30,2025-01-23 18:30,3.0,snapshots/6474141.jpg,snapshots/6474141.jpg
2701634,Emily Brown,2025-01-26 12:30,2025-01-26 15:30,3.0,snapshots/2701634.jpg,snapshots/2701634.jpg
6664205,Mason Lee,2025-01-27 08:00,2025-01-27 10:00,2.0,snapshots/6664205.jpg,snapshots/6664205.jpg
2425166,Aarav Shah,2025-01-27 11:45,2025-01-27 14:45,3.0,snapshots/2425166.jpg,snapshots/2425166.jpg
7644166,Ryan Scott,2025-01-28 14:00,2025-01-28 16:30,2.5,snapshots/7644166.jpg,snapshots/7644166.jpg
2425166,Aarav Shah,2025-01-29 09:30,2025-01-29 12:30,3.0,snapshots/2425166.jpg,snapshots/2425166.jpg
6362733,Meera Nair,2025-01-29 11:15,2025-01-29 12:45,1.5,snapshots/6362733.jpg,snapshots/6362733.jpg
4146623,Noah Wilson,2025-01-30 16:00,2025-01-30 19:00,3.0,snapshots/4146623.jpg,snapshots/4146623.jpg
7264805,Isha Reddy,2025-01-30 16:15,2025-01-30 18:45,2.5,snapshots/7264805.jpg,snapshots/7264805.jpg
6664205,Mason Lee,2025-01-31 16:30,2025-01-31 19:30,3.0,snapshots/6664205.jpg,snapshots/6664205.jpg
4146623,Noah Wilson,2025-02-02 17:00,2025-02-02 19:30,2.5,snapshots/4146623.jpg,snapshots/4146623.jpg
2425166,Aarav Shah,2025-02-03 08:15,2025-02-03 10:15,2.0,snapshots/2425166.jpg,snapshots/2425166.jpg
2630571,Avni Desai,2025-02-03 15:15,2025-02-03 17:15,2.0,snapshots/2630571.jpg,snapshots/2630571.jpg
6664205,Mason Lee,2025-02-03 17:15,2025-02-03 18:45,1.5,snapshots/6664205.jpg,snapshots/6664205.jpg
2701634,Emily Brown,2025-02-04 08:15,2025-02-04 09:45,1.5,snapshots/2701634.jpg,snapshots/2701634.jpg
7644166,Ryan Scott,2025-02-04 14:30,2025-02-04 17:30,3.0,snapshots/7644166.jpg,snapshots/7644166.jpg
2750869,Neha Patel,2025-02-05 11:30,2025-02-05 13:30,2.0,snapshots/2750869.jpg,snapshots/2750869.jpg
2630571,Avni Desai,2025-02-06 11:30,2025-02-06 14:00,2.5,snapshots/2630571.jpg,snapshots/2630571.jpg
8853681,Aanya Mehta,2025-02-07 09:15,2025-02-07 11:45,2.5,snapshots/8853681.jpg,snapshots/8853681.jpg
6362733,Meera Nair,2025-02-07 10:30,2025-02-07 13:30,3.0,snapshots/6362733.jpg,snapshots/6362733.jpg
2115580,Saanvi Joshi,2025-02-08 15:15,2025-02-08 16:45,1.5,snapshots/2115580.jpg,snapshots/2115580.jpg
4146623,Noah Wilson,2025-02-09 14:45,2025-02-09 16:45,2.0,snapshots/4146623.jpg,snapshots/4146623.jpg
4146623,Noah Wilson,2025-02-09 15:15,2025-02-09 17:15,2.0,snapshots/4146623.jpg,snapshots/4146623.jpg
8853681,Aanya Mehta,2025-02-09 17:45,2025-02-09 19:15,1.5,snapshots/8853681.jpg,snapshots/8853681.jpg
6403246,Isabella Davis,2025-02-10 08:15,2025-02-10 11:15,3.0,snapshots/6403246.jpg,snapshots/6403246.jpg
8853681,Aanya Mehta,2025-02-11 09:30,2025-02-11 12:00,2.5,snapshots/8853681.jpg,snapshots/8853681.jpg
2701634,Emily Brown,2025-02-11 12:00,2025-02-11 15:00,3.0,snapshots/2701634.jpg,snapshots/2701634.jpg
7134699,Vivaan Kumar,2025-02-12 13:15,2025-02-12 15:15,2.0,snapshots/7134699.jpg,snapshots/7134699.jpg
2115580,Saanvi Joshi,2025-02-15 14:45,2025-02-15 16:15,1.5,snapshots/2115580.jpg,snapshots/2115580.jpg
2750869,Neha Patel,2025-02-19 09:30,2025-02-19 11:30,2.0,snapshots/2750869.jpg,snapshots/2750869.jpg
6362733,Meera Nair,2025-02-19 11:00,2025-02-19 13:00,2.0,snapshots/6362733.jpg,snapshots/6362733.jpg
7644166,Ryan Scott,2025-02-19 12:15,2025-02-19 13:45,1.5,snapshots/7644166.jpg,snapshots/7644166.jpg
2630571,Avni Desai,2025-02-23 10:15,2025-02-23 12:45,2.5,snapshots/2630571.jpg,snapshots/2630571.jpg
6403246,Isabella Davis,2025-02-24 09:30,2025-02-24 12:30,3.0,snapshots/6403246.jpg,snapshots/6403246.jpg
2598056,Liam Johnson,2025-02-24 16:15,2025-02-24 18:15,2.0,snapshots/2598056.jpg,snapshots/2598056.jpg
2750869,Neha Patel,2025-02-25 08:00,2025-02-25 11:00,3.0,snapshots/2750869.jpg,snapshots/2750869.jpg
2425166,Aarav Shah,2025-02-26 17:00,2025-02-26 20:00,3.0,snapshots/2425166.jpg,snapshots/2425166.jpg
2701634,Emily Brown,2025-02-26 17:45,2025-02-26 19:45,2.0,snapshots/2701634.jpg,snapshots/2701634.jpg
2425166,Aarav Shah,2025-03-05 12:30,2025-03-05 15:00,2.5,snapshots/2425166.jpg,snapshots/2425166.jpg
7644166,Ryan Scott,2025-03-07 15:45,2025-03-07 17:15,1.5,snapshots/7644166.jpg,snapshots/7644166.jpg
2115580,Saanvi Joshi,2025-03-08 12:45,2025-03-08 15:15,2.5,snapshots/2115580.jpg,snapshots/2115580.jpg
9323660,Zoya Singh,2025-03-08 14:00,2025-03-08 17:00,3.0,snapshots/9323660.jpg,snapshots/9323660.jpg
2425166,Aarav Shah,2025-03-09 09:45,2025-03-09 11:15,1.5,snapshots/2425166.jpg,snapshots/2425166.jpg
6887917,Lucas Moore,2025-03-11 12:45,2025-03-11 15:15,2.5,snapshots/6887917.jpg,snapshots/6887917.jpg
2630571,Avni Desai,2025-03-14 08:00,2025-03-14 11:00,3.0,snapshots/2630571.jpg,snapshots/2630571.jpg
2115580,Saanvi Joshi,2025-03-14 12:45,2025-03-14 14:15,1.5,snapshots/2115580.jpg,snapshots/2115580.jpg
6403246,Isabella Davis,2025-03-16 16:30,2025-03-16 19:00,2.5,snapshots/6403246.jpg,snapshots/6403246.jpg
2115580,Saanvi Joshi,2025-03-18 08:00,2025-03-18 10:30,2.5,snapshots/2115580.jpg,snapshots/2115580.jpg
7916493,Arjun Kapoor,2025-03-18 12:00,2025-03-18 14:00,2.0,snapshots/7916493.jpg,snapshots/7916493.jpg
7644166,Ryan Scott,2025-03-19 10:00,2025-03-19 12:00,2.0,snapshots/7644166.jpg,snapshots/7644166.jpg
9323660,Zoya Singh,2025-03-19 16:15,2025-03-19 18:15,2.0,snapshots/9323660.jpg,snapshots/9323660.jpg
7644166,Ryan Scott,2025-03-19 17:00,2025-03-19 20:00,3.0,snapshots/7644166.jpg,snapshots/7644166.jpg
6362733,Meera Nair,2025-03-21 13:30,2025-03-21 16:30,3.0,snapshots/6362733.jpg,snapshots/6362733.jpg
6664205,Mason Lee,2025-03-22 14:45,2025-03-22 16:15,1.5,snapshots/6664205.jpg,snapshots/6664205.jpg
2630571,Avni Desai,2025-03-23 14:15,2025-03-23 16:15,2.0,snapshots/2630571.jpg,snapshots/2630571.jpg
4146623,Noah Wilson,2025-03-24 08:30,2025-03-24 10:30,2.0,snapshots/4146623.jpg,snapshots/4146623.jpg
2598056,Liam Johnson,2025-03-24 12:45,2025-03-24 14:15,1.5,snapshots/2598056.jpg,snapshots/2598056.jpg
3534553,Benjamin Lewis,2025-03-29 14:00,2025-03-29 16:00,2.0,snapshots/3534553.jpg,snapshots/3534553.jpg
2630571,Avni Desai,2025-03-30 16:00,2025-03-30 18:00,2.0,snapshots/2630571.jpg,snapshots/2630571.jpg
4146623,Noah Wilson,2025-03-31 08:00,2025-03-31 09:30,1.5,snapshots/4146623.jpg,snapshots/4146623.jpg
8853681,Aanya Mehta,2025-03-31 14:15,2025-03-31 16:15,2.0,snapshots/8853681.jpg,snapshots/8853681.jpg
2425166,Aarav Shah,2025-04-01 14:15,2025-04-01 17:15,3.0,snapshots/2425166.jpg,snapshots/2425166.jpg
7134699,Vivaan Kumar,2025-04-03 14:00,2025-04-03 16:30,2.5,snapshots/7134699.jpg,snapshots/7134699.jpg
2701634,Emily Brown,2025-04-03 16:30,2025-04-03 19:00,2.5,snapshots/2701634.jpg,snapshots/2701634.jpg
2750869,Neha Patel,2025-04-07 12:15,2025-04-07 13:45,1.5,snapshots/2750869.jpg,snapshots/2750869.jpg
6362733,Meera Nair,2025-04-09 10:00,2025-04-09 11:30,1.5,snapshots/6362733.jpg,snapshots/6362733.jpg
2425166,Aarav Shah,2025-04-10 09:30,2025-04-10 11:30,2.0,snapshots/2425166.jpg,snapshots/2425166.jpg
6474141,Anaya Sharma,2025-04-12 10:15,2025-04-12 12:15,2.0,snapshots/6474141.jpg,snapshots/6474141.jpg
7644166,Ryan Scott,2025-04-12 13:00,2025-04-12 14:30,1.5,snapshots/7644166.jpg,snapshots/7644166.jpg
8853681,Aanya Mehta,2025-04-13 14:30,2025-04-13 17:30,3.0,snapshots/8853681.jpg,snapshots/8853681.jpg
2598056,Liam Johnson,2025-04-13 17:15,2025-04-13 19:15,2.0,snapshots/2598056.jpg,snapshots/2598056.jpg
2425166,Aarav Shah,2025-04-16 09:00,2025-04-16 11:00,2.0,snapshots/2425166.jpg,snapshots/2425166.jpg
4146623,Noah Wilson,2025-04-16 14:30,2025-04-16 17:00,2.5,snapshots/4146623.jpg,snapshots/4146623.jpg
2750869,Neha Patel,2025-04-17 12:45,2025-04-17 15:45,3.0,snapshots/2750869.jpg,snapshots/2750869.jpg
6474141,Anaya Sharma,2025-04-17 16:30,2025-04-17 19:00,2.5,snapshots/6474141.jpg,snapshots/6474141.jpg
2701634,Emily Brown,2025-04-18 10:30,2025-04-18 12:00,1.5,snapshots/2701634.jpg,snapshots/2701634.jpg
2598056,Liam Johnson,2025-04-18 12:45,2025-04-18 14:15,1.5,snapshots/2598056.jpg,snapshots/2598056.jpg
2425166,Aarav Shah,2025-04-19 10:30,2025-04-19 13:00,2.5,snapshots/2425166.jpg,snapshots/2425166.jpg
2598056,Liam Johnson,2025-04-19 10:45,2025-04-19 13:45,3.0,snapshots/2598056.jpg,snapshots/2598056.jpg
7264805,Isha Reddy,2025-04-20 15:15,2025-04-20 17:15,2.0,snapshots/7264805.jpg,snapshots/7264805.jpg
3534553,Benjamin Lewis,2025-04-22 08:45,2025-04-22 10:45,2.0,snapshots/3534553.jpg,snapshots/3534553.jpg
4146623,Noah Wilson,2025-04-22 16:00,2025-04-22 19:00,3.0,snapshots/4146623.jpg,snapshots/4146623.jpg
6403246,Isabella Davis,2025-04-23 14:15,2025-04-23 17:15,3.0,snapshots/6403246.jpg,snapshots/6403246.jpg
6362733,Meera Nair,2025-04-25 08:00,2025-04-25 10:00,2.0,snapshots/6362733.jpg,snapshots/6362733.jpg
6664205,Mason Lee,2025-04-25 09:30,2025-04-25 11:30,2.0,snapshots/6664205.jpg,snapshots/6664205.jpg
3534553,Benjamin Lewis,2025-04-25 11:30,2025-04-25 13:00,1.5,snapshots/3534553.jpg,snapshots/3534553.jpg
6887917,Lucas Moore,2025-04-26 10:15,2025-04-26 12:15,2.0,snapshots/6887917.jpg,snapshots/6887917.jpg
6403246,Isabella Davis,2025-04-26 14:15,2025-04-26 17:15,3.0,snapshots/6403246.jpg,snapshots/6403246.jpg
6362733,Meera Nair,2025-04-27 10:45,2025-04-27 12:45,2.0,snapshots/6362733.jpg,snapshots/6362733.jpg
3534553,Benjamin Lewis,2025-04-29 09:45,2025-04-29 12:15,2.5,snapshots/3534553.jpg,snapshots/3534553.jpg
7264805,Isha Reddy,2025-04-29 12:00,2025-04-29 14:30,2.5,snapshots/7264805.jpg,snapshots/7264805.jpg
6474141,Anaya Sharma,2025-04-29 12:15,2025-04-29 15:15,3.0,snapshots/6474141.jpg,snapshots/6474141.jpg
2192067,James Martin,2025-05-01 10:30,2025-05-01 12:30,2.0,snapshots/2192067.jpg,snapshots/2192067.jpg
7264805,Isha Reddy,2025-05-01 16:00,2025-05-01 18:00,2.0,snapshots/7264805.jpg,snapshots/7264805.jpg
4146623,Noah Wilson,2025-05-02 08:45,2025-05-02 11:45,3.0,snapshots/4146623.jpg,snapshots/4146623.jpg
2192067,James Martin,2025-05-05 10:15,2025-05-05 12:45,2.5,snapshots/2192067.jpg,snapshots/2192067.jpg
7644166,Ryan Scott,2025-05-05 14:15,2025-05-05 16:45,2.5,snapshots/7644166.jpg,snapshots/7644166.jpg
