assignment_id,shift_id,tutor_id,tutor_name,start_date,day_name,start_time,end_time,status,end_date,active,assigned_by,assigned_at
20,101,2115580,Saanvi Joshi,2025-11-08,Saturday,12:00:00,14:00:00,scheduled,2025-11-08,True,system,2025-06-28T17:58:25.328201
21,101,2115580,Saanvi Joshi,2025-11-15,Saturday,12:00:00,14:00:00,scheduled,2025-11-15,True,system,2025-06-28T17:58:25.328201
22,101,2115580,Saanvi Joshi,2025-11-22,Saturday,12:00:00,14:00:00,scheduled,2025-11-22,True,system,2025-06-28T17:58:25.328201
23,101,2115580,Saanvi Joshi,2025-11-29,Saturday,12:00:00,14:00:00,scheduled,2025-11-29,True,system,2025-06-28T17:58:25.328201
24,101,2115580,Saanvi Joshi,2025-12-06,Saturday,12:00:00,14:00:00,scheduled,2025-12-06,True,system,2025-06-28T17:58:25.328201
25,101,2115580,Saanvi Joshi,2025-12-13,Saturday,12:00:00,14:00:00,scheduled,2025-12-13,True,system,2025-06-28T17:58:25.328201
26,101,2115580,Saanvi Joshi,2025-12-20,Saturday,12:00:00,14:00:00,scheduled,2025-12-20,True,system,2025-06-28T17:58:25.328201
27,101,2115580,Saanvi Joshi,2025-12-27,Saturday,12:00:00,14:00:00,scheduled,2025-12-27,True,system,2025-06-28T17:58:25.328201
28,101,2115580,Saanvi Joshi,2026-01-03,Saturday,12:00:00,14:00:00,scheduled,2026-01-03,True,system,2025-06-28T17:58:25.328201
29,101,2115580,Saanvi Joshi,2026-01-10,Saturday,12:00:00,14:00:00,scheduled,2026-01-10,True,system,2025-06-28T17:58:25.328201
30,101,2115580,Saanvi Joshi,2026-01-17,Saturday,12:00:00,14:00:00,scheduled,2026-01-17,True,system,2025-06-28T17:58:25.328201
31,101,2115580,Saanvi Joshi,2026-01-24,Saturday,12:00:00,14:00:00,scheduled,2026-01-24,True,system,2025-06-28T17:58:25.328201
32,101,2115580,Saanvi Joshi,2026-01-31,Saturday,12:00:00,14:00:00,scheduled,2026-01-31,True,system,2025-06-28T17:58:25.328201
33,101,2115580,Saanvi Joshi,2026-02-07,Saturday,12:00:00,14:00:00,scheduled,2026-02-07,True,system,2025-06-28T17:58:25.328201
34,101,2115580,Saanvi Joshi,2026-02-14,Saturday,12:00:00,14:00:00,scheduled,2026-02-14,True,system,2025-06-28T17:58:25.328201
35,101,2115580,Saanvi Joshi,2026-02-21,Saturday,12:00:00,14:00:00,scheduled,2026-02-21,True,system,2025-06-28T17:58:25.328201
36,101,2115580,Saanvi Joshi,2026-02-28,Saturday,12:00:00,14:00:00,scheduled,2026-02-28,True,system,2025-06-28T17:58:25.328201
37,101,2115580,Saanvi Joshi,2026-03-07,Saturday,12:00:00,14:00:00,scheduled,2026-03-07,True,system,2025-06-28T17:58:25.328201
38,101,2115580,Saanvi Joshi,2026-03-14,Saturday,12:00:00,14:00:00,scheduled,2026-03-14,True,system,2025-06-28T17:58:25.328201
39,101,2115580,Saanvi Joshi,2026-03-21,Saturday,12:00:00,14:00:00,scheduled,2026-03-21,True,system,2025-06-28T17:58:25.328201
40,101,2115580,Saanvi Joshi,2026-03-28,Saturday,12:00:00,14:00:00,scheduled,2026-03-28,True,system,2025-06-28T17:58:25.328201
41,101,2115580,Saanvi Joshi,2026-04-04,Saturday,12:00:00,14:00:00,scheduled,2026-04-04,True,system,2025-06-28T17:58:25.328201
42,101,2115580,Saanvi Joshi,2026-04-11,Saturday,12:00:00,14:00:00,scheduled,2026-04-11,True,system,2025-06-28T17:58:25.328201
43,101,2115580,Saanvi Joshi,2026-04-18,Saturday,12:00:00,14:00:00,scheduled,2026-04-18,True,system,2025-06-28T17:58:25.328201
44,101,2115580,Saanvi Joshi,2026-04-25,Saturday,12:00:00,14:00:00,scheduled,2026-04-25,True,system,2025-06-28T17:58:25.328201
45,101,2115580,Saanvi Joshi,2026-05-02,Saturday,12:00:00,14:00:00,scheduled,2026-05-02,True,system,2025-06-28T17:58:25.328201
46,101,2115580,Saanvi Joshi,2026-05-09,Saturday,12:00:00,14:00:00,scheduled,2026-05-09,True,system,2025-06-28T17:58:25.328201
47,101,2115580,Saanvi Joshi,2026-05-16,Saturday,12:00:00,14:00:00,scheduled,2026-05-16,True,system,2025-06-28T17:58:25.328201
48,101,2115580,Saanvi Joshi,2026-05-23,Saturday,12:00:00,14:00:00,scheduled,2026-05-23,True,system,2025-06-28T17:58:25.328201
49,101,2115580,Saanvi Joshi,2026-05-30,Saturday,12:00:00,14:00:00,scheduled,2026-05-30,True,system,2025-06-28T17:58:25.328201
50,101,2115580,Saanvi Joshi,2026-06-06,Saturday,12:00:00,14:00:00,scheduled,2026-06-06,True,system,2025-06-28T17:58:25.328201
51,101,2115580,Saanvi Joshi,2026-06-13,Saturday,12:00:00,14:00:00,scheduled,2026-06-13,True,system,2025-06-28T17:58:25.328201
52,101,2115580,Saanvi Joshi,2026-06-20,Saturday,12:00:00,14:00:00,scheduled,2026-06-20,True,system,2025-06-28T17:58:25.328201
53,101,2115580,Saanvi Joshi,2026-06-27,Saturday,12:00:00,14:00:00,scheduled,2026-06-27,True,system,2025-06-28T17:58:25.328201
54,2,2115580,Saanvi Joshi,2025-07-03,Thursday,16:00:00,17:30:00,scheduled,2025-07-03,True,system,2025-06-28T17:58:25.328201
55,2,2115580,Saanvi Joshi,2025-07-10,Thursday,16:00:00,17:30:00,scheduled,2025-07-10,True,system,2025-06-28T17:58:25.328201
56,2,2115580,Saanvi Joshi,2025-07-17,Thursday,16:00:00,17:30:00,scheduled,2025-07-17,True,system,2025-06-28T17:58:25.328201
57,2,2115580,Saanvi Joshi,2025-07-24,Thursday,16:00:00,17:30:00,scheduled,2025-07-24,True,system,2025-06-28T17:58:25.328201
58,2,2115580,Saanvi Joshi,2025-07-31,Thursday,16:00:00,17:30:00,scheduled,2025-07-31,True,system,2025-06-28T17:58:25.328201
59,2,2115580,Saanvi Joshi,2025-08-07,Thursday,16:00:00,17:30:00,scheduled,2025-08-07,True,system,2025-06-28T17:58:25.328201
60,2,2115580,Saanvi Joshi,2025-08-14,Thursday,16:00:00,17:30:00,scheduled,2025-08-14,True,system,2025-06-28T17:58:25.328201
61,2,2115580,Saanvi Joshi,2025-08-21,Thursday,16:00:00,17:30:00,scheduled,2025-08-21,True,system,2025-06-28T17:58:25.328201
62,2,2115580,Saanvi Joshi,2025-08-28,Thursday,16:00:00,17:30:00,scheduled,2025-08-28,True,system,2025-06-28T17:58:25.328201
63,2,2115580,Saanvi Joshi,2025-09-04,Thursday,16:00:00,17:30:00,scheduled,2025-09-04,True,system,2025-06-28T17:58:25.328201
64,2,2115580,Saanvi Joshi,2025-09-11,Thursday,16:00:00,17:30:00,scheduled,2025-09-11,True,system,2025-06-28T17:58:25.328201
65,2,2115580,Saanvi Joshi,2025-09-18,Thursday,16:00:00,17:30:00,scheduled,2025-09-18,True,system,2025-06-28T17:58:25.328201
66,2,2115580,Saanvi Joshi,2025-09-25,Thursday,16:00:00,17:30:00,scheduled,2025-09-25,True,system,2025-06-28T17:58:25.328201
67,2,2115580,Saanvi Joshi,2025-10-02,Thursday,16:00:00,17:30:00,scheduled,2025-10-02,True,system,2025-06-28T17:58:25.328201
68,2,2115580,Saanvi Joshi,2025-10-09,Thursday,16:00:00,17:30:00,scheduled,2025-10-09,True,system,2025-06-28T17:58:25.328201
69,2,2115580,Saanvi Joshi,2025-10-16,Thursday,16:00:00,17:30:00,scheduled,2025-10-16,True,system,2025-06-28T17:58:25.328201
70,2,2115580,Saanvi Joshi,2025-10-23,Thursday,16:00:00,17:30:00,scheduled,2025-10-23,True,system,2025-06-28T17:58:25.328201
71,2,2115580,Saanvi Joshi,2025-10-30,Thursday,16:00:00,17:30:00,scheduled,2025-10-30,True,system,2025-06-28T17:58:25.328201
72,2,2115580,Saanvi Joshi,2025-11-06,Thursday,16:00:00,17:30:00,scheduled,2025-11-06,True,system,2025-06-28T17:58:25.328201
73,2,2115580,Saanvi Joshi,2025-11-13,Thursday,16:00:00,17:30:00,scheduled,2025-11-13,True,system,2025-06-28T17:58:25.328201
74,2,2115580,Saanvi Joshi,2025-11-20,Thursday,16:00:00,17:30:00,scheduled,2025-11-20,True,system,2025-06-28T17:58:25.328201
75,2,2115580,Saanvi Joshi,2025-11-27,Thursday,16:00:00,17:30:00,scheduled,2025-11-27,True,system,2025-06-28T17:58:25.328201
76,2,2115580,Saanvi Joshi,2025-12-04,Thursday,16:00:00,17:30:00,scheduled,2025-12-04,True,system,2025-06-28T17:58:25.328201
77,2,2115580,Saanvi Joshi,2025-12-11,Thursday,16:00:00,17:30:00,scheduled,2025-12-11,True,system,2025-06-28T17:58:25.328201
78,2,2115580,Saanvi Joshi,2025-12-18,Thursday,16:00:00,17:30:00,scheduled,2025-12-18,True,system,2025-06-28T17:58:25.328201
79,2,2115580,Saanvi Joshi,2025-12-25,Thursday,16:00:00,17:30:00,scheduled,2025-12-25,True,system,2025-06-28T17:58:25.328201
80,2,2115580,Saanvi Joshi,2026-01-01,Thursday,16:00:00,17:30:00,scheduled,2026-01-01,True,system,2025-06-28T17:58:25.328201
81,2,2115580,Saanvi Joshi,2026-01-08,Thursday,16:00:00,17:30:00,scheduled,2026-01-08,True,system,2025-06-28T17:58:25.328201
82,2,2115580,Saanvi Joshi,2026-01-15,Thursday,16:00:00,17:30:00,scheduled,2026-01-15,True,system,2025-06-28T17:58:25.328201
83,2,2115580,Saanvi Joshi,2026-01-22,Thursday,16:00:00,17:30:00,scheduled,2026-01-22,True,system,2025-06-28T17:58:25.328201
84,2,2115580,Saanvi Joshi,2026-01-29,Thursday,16:00:00,17:30:00,scheduled,2026-01-29,True,system,2025-06-28T17:58:25.328201
85,2,2115580,Saanvi Joshi,2026-02-05,Thursday,16:00:00,17:30:00,scheduled,2026-02-05,True,system,2025-06-28T17:58:25.328201
86,2,2115580,Saanvi Joshi,2026-02-12,Thursday,16:00:00,17:30:00,scheduled,2026-02-12,True,system,2025-06-28T17:58:25.328201
87,2,2115580,Saanvi Joshi,2026-02-19,Thursday,16:00:00,17:30:00,scheduled,2026-02-19,True,system,2025-06-28T17:58:25.328201
88,2,2115580,Saanvi Joshi,2026-02-26,Thursday,16:00:00,17:30:00,scheduled,2026-02-26,True,system,2025-06-28T17:58:25.328201
89,2,2115580,Saanvi Joshi,2026-03-05,Thursday,16:00:00,17:30:00,scheduled,2026-03-05,True,system,2025-06-28T17:58:25.328201
90,2,2115580,Saanvi Joshi,2026-03-12,Thursday,16:00:00,17:30:00,scheduled,2026-03-12,True,system,2025-06-28T17:58:25.328201
91,2,2115580,Saanvi Joshi,2026-03-19,Thursday,16:00:00,17:30:00,scheduled,2026-03-19,True,system,2025-06-28T17:58:25.328201
92,2,2115580,Saanvi Joshi,2026-03-26,Thursday,16:00:00,17:30:00,scheduled,2026-03-26,True,system,2025-06-28T17:58:25.328201
93,2,2115580,Saanvi Joshi,2026-04-02,Thursday,16:00:00,17:30:00,scheduled,2026-04-02,True,system,2025-06-28T17:58:25.328201
94,2,2115580,Saanvi Joshi,2026-04-09,Thursday,16:00:00,17:30:00,scheduled,2026-04-09,True,system,2025-06-28T17:58:25.328201
95,2,2115580,Saanvi Joshi,2026-04-16,Thursday,16:00:00,17:30:00,scheduled,2026-04-16,True,system,2025-06-28T17:58:25.328201
96,2,2115580,Saanvi Joshi,2026-04-23,Thursday,16:00:00,17:30:00,scheduled,2026-04-23,True,system,2025-06-28T17:58:25.328201
97,2,2115580,Saanvi Joshi,2026-04-30,Thursday,16:00:00,17:30:00,scheduled,2026-04-30,True,system,2025-06-28T17:58:25.328201
98,2,2115580,Saanvi Joshi,2026-05-07,Thursday,16:00:00,17:30:00,scheduled,2026-05-07,True,system,2025-06-28T17:58:25.328201
99,2,2115580,Saanvi Joshi,2026-05-14,Thursday,16:00:00,17:30:00,scheduled,2026-05-14,True,system,2025-06-28T17:58:25.328201
100,2,2115580,Saanvi Joshi,2026-05-21,Thursday,16:00:00,17:30:00,scheduled,2026-05-21,True,system,2025-06-28T17:58:25.328201
101,2,2115580,Saanvi Joshi,2026-05-28,Thursday,16:00:00,17:30:00,scheduled,2026-05-28,True,system,2025-06-28T17:58:25.328201
102,2,2115580,Saanvi Joshi,2026-06-04,Thursday,16:00:00,17:30:00,scheduled,2026-06-04,True,system,2025-06-28T17:58:25.328201
103,2,2115580,Saanvi Joshi,2026-06-11,Thursday,16:00:00,17:30:00,scheduled,2026-06-11,True,system,2025-06-28T17:58:25.328201
104,2,2115580,Saanvi Joshi,2026-06-18,Thursday,16:00:00,17:30:00,scheduled,2026-06-18,True,system,2025-06-28T17:58:25.328201
105,2,2115580,Saanvi Joshi,2026-06-25,Thursday,16:00:00,17:30:00,scheduled,2026-06-25,True,system,2025-06-28T17:58:25.328201
106,26,2192067,James Martin,2025-06-30,Monday,10:15:00,12:45:00,scheduled,2025-06-30,True,system,2025-06-28T17:58:25.328201
107,26,2192067,James Martin,2025-07-07,Monday,10:15:00,12:45:00,scheduled,2025-07-07,True,system,2025-06-28T17:58:25.328201
108,26,2192067,James Martin,2025-07-14,Monday,10:15:00,12:45:00,scheduled,2025-07-14,True,system,2025-06-28T17:58:25.328201
109,26,2192067,James Martin,2025-07-21,Monday,10:15:00,12:45:00,scheduled,2025-07-21,True,system,2025-06-28T17:58:25.328201
110,26,2192067,James Martin,2025-07-28,Monday,10:15:00,12:45:00,scheduled,2025-07-28,True,system,2025-06-28T17:58:25.328201
111,26,2192067,James Martin,2025-08-04,Monday,10:15:00,12:45:00,scheduled,2025-08-04,True,system,2025-06-28T17:58:25.328201
112,26,2192067,James Martin,2025-08-11,Monday,10:15:00,12:45:00,scheduled,2025-08-11,True,system,2025-06-28T17:58:25.328201
113,26,2192067,James Martin,2025-08-18,Monday,10:15:00,12:45:00,scheduled,2025-08-18,True,system,2025-06-28T17:58:25.328201
114,26,2192067,James Martin,2025-08-25,Monday,10:15:00,12:45:00,scheduled,2025-08-25,True,system,2025-06-28T17:58:25.328201
115,26,2192067,James Martin,2025-09-01,Monday,10:15:00,12:45:00,scheduled,2025-09-01,True,system,2025-06-28T17:58:25.328201
116,26,2192067,James Martin,2025-09-08,Monday,10:15:00,12:45:00,scheduled,2025-09-08,True,system,2025-06-28T17:58:25.328201
117,26,2192067,James Martin,2025-09-15,Monday,10:15:00,12:45:00,scheduled,2025-09-15,True,system,2025-06-28T17:58:25.328201
118,26,2192067,James Martin,2025-09-22,Monday,10:15:00,12:45:00,scheduled,2025-09-22,True,system,2025-06-28T17:58:25.328201
119,26,2192067,James Martin,2025-09-29,Monday,10:15:00,12:45:00,scheduled,2025-09-29,True,system,2025-06-28T17:58:25.328201
120,26,2192067,James Martin,2025-10-06,Monday,10:15:00,12:45:00,scheduled,2025-10-06,True,system,2025-06-28T17:58:25.328201
121,26,2192067,James Martin,2025-10-13,Monday,10:15:00,12:45:00,scheduled,2025-10-13,True,system,2025-06-28T17:58:25.328201
122,26,2192067,James Martin,2025-10-20,Monday,10:15:00,12:45:00,scheduled,2025-10-20,True,system,2025-06-28T17:58:25.328201
123,26,2192067,James Martin,2025-10-27,Monday,10:15:00,12:45:00,scheduled,2025-10-27,True,system,2025-06-28T17:58:25.328201
124,26,2192067,James Martin,2025-11-03,Monday,10:15:00,12:45:00,scheduled,2025-11-03,True,system,2025-06-28T17:58:25.328201
125,26,2192067,James Martin,2025-11-10,Monday,10:15:00,12:45:00,scheduled,2025-11-10,True,system,2025-06-28T17:58:25.328201
126,26,2192067,James Martin,2025-11-17,Monday,10:15:00,12:45:00,scheduled,2025-11-17,True,system,2025-06-28T17:58:25.328201
127,26,2192067,James Martin,2025-11-24,Monday,10:15:00,12:45:00,scheduled,2025-11-24,True,system,2025-06-28T17:58:25.328201
128,26,2192067,James Martin,2025-12-01,Monday,10:15:00,12:45:00,scheduled,2025-12-01,True,system,2025-06-28T17:58:25.328201
129,26,2192067,James Martin,2025-12-08,Monday,10:15:00,12:45:00,scheduled,2025-12-08,True,system,2025-06-28T17:58:25.328201
130,26,2192067,James Martin,2025-12-15,Monday,10:15:00,12:45:00,scheduled,2025-12-15,True,system,2025-06-28T17:58:25.328201
131,26,2192067,James Martin,2025-12-22,Monday,10:15:00,12:45:00,scheduled,2025-12-22,True,system,2025-06-28T17:58:25.328201
132,26,2192067,James Martin,2025-12-29,Monday,10:15:00,12:45:00,scheduled,2025-12-29,True,system,2025-06-28T17:58:25.328201
133,26,2192067,James Martin,2026-01-05,Monday,10:15:00,12:45:00,scheduled,2026-01-05,True,system,2025-06-28T17:58:25.328201
134,26,2192067,James Martin,2026-01-12,Monday,10:15:00,12:45:00,scheduled,2026-01-12,True,system,2025-06-28T17:58:25.328201
135,26,2192067,James Martin,2026-01-19,Monday,10:15:00,12:45:00,scheduled,2026-01-19,True,system,2025-06-28T17:58:25.328201
136,26,2192067,James Martin,2026-01-26,Monday,10:15:00,12:45:00,scheduled,2026-01-26,True,system,2025-06-28T17:58:25.328201
137,26,2192067,James Martin,2026-02-02,Monday,10:15:00,12:45:00,scheduled,2026-02-02,True,system,2025-06-28T17:58:25.328201
138,26,2192067,James Martin,2026-02-09,Monday,10:15:00,12:45:00,scheduled,2026-02-09,True,system,2025-06-28T17:58:25.328201
139,26,2192067,James Martin,2026-02-16,Monday,10:15:00,12:45:00,scheduled,2026-02-16,True,system,2025-06-28T17:58:25.328201
140,26,2192067,James Martin,2026-02-23,Monday,10:15:00,12:45:00,scheduled,2026-02-23,True,system,2025-06-28T17:58:25.328201
141,26,2192067,James Martin,2026-03-02,Monday,10:15:00,12:45:00,scheduled,2026-03-02,True,system,2025-06-28T17:58:25.328201
142,26,2192067,James Martin,2026-03-09,Monday,10:15:00,12:45:00,scheduled,2026-03-09,True,system,2025-06-28T17:58:25.328201
143,26,2192067,James Martin,2026-03-16,Monday,10:15:00,12:45:00,scheduled,2026-03-16,True,system,2025-06-28T17:58:25.328201
144,26,2192067,James Martin,2026-03-23,Monday,10:15:00,12:45:00,scheduled,2026-03-23,True,system,2025-06-28T17:58:25.328201
145,26,2192067,James Martin,2026-03-30,Monday,10:15:00,12:45:00,scheduled,2026-03-30,True,system,2025-06-28T17:58:25.328201
146,26,2192067,James Martin,2026-04-06,Monday,10:15:00,12:45:00,scheduled,2026-04-06,True,system,2025-06-28T17:58:25.328201
147,26,2192067,James Martin,2026-04-13,Monday,10:15:00,12:45:00,scheduled,2026-04-13,True,system,2025-06-28T17:58:25.328201
148,26,2192067,James Martin,2026-04-20,Monday,10:15:00,12:45:00,scheduled,2026-04-20,True,system,2025-06-28T17:58:25.328201
149,26,2192067,James Martin,2026-04-27,Monday,10:15:00,12:45:00,scheduled,2026-04-27,True,system,2025-06-28T17:58:25.328201
150,26,2192067,James Martin,2026-05-04,Monday,10:15:00,12:45:00,scheduled,2026-05-04,True,system,2025-06-28T17:58:25.328201
151,26,2192067,James Martin,2026-05-11,Monday,10:15:00,12:45:00,scheduled,2026-05-11,True,system,2025-06-28T17:58:25.328201
152,26,2192067,James Martin,2026-05-18,Monday,10:15:00,12:45:00,scheduled,2026-05-18,True,system,2025-06-28T17:58:25.328201
153,26,2192067,James Martin,2026-05-25,Monday,10:15:00,12:45:00,scheduled,2026-05-25,True,system,2025-06-28T17:58:25.328201
154,26,2192067,James Martin,2026-06-01,Monday,10:15:00,12:45:00,scheduled,2026-06-01,True,system,2025-06-28T17:58:25.328201
155,26,2192067,James Martin,2026-06-08,Monday,10:15:00,12:45:00,scheduled,2026-06-08,True,system,2025-06-28T17:58:25.328201
156,26,2192067,James Martin,2026-06-15,Monday,10:15:00,12:45:00,scheduled,2026-06-15,True,system,2025-06-28T17:58:25.328201
157,26,2192067,James Martin,2026-06-22,Monday,10:15:00,12:45:00,scheduled,2026-06-22,True,system,2025-06-28T17:58:25.328201
158,4,2192067,James Martin,2025-07-03,Thursday,10:30:00,12:30:00,scheduled,2025-07-03,True,system,2025-06-28T17:58:25.328201
159,4,2192067,James Martin,2025-07-10,Thursday,10:30:00,12:30:00,scheduled,2025-07-10,True,system,2025-06-28T17:58:25.328201
160,4,2192067,James Martin,2025-07-17,Thursday,10:30:00,12:30:00,scheduled,2025-07-17,True,system,2025-06-28T17:58:25.328201
161,4,2192067,James Martin,2025-07-24,Thursday,10:30:00,12:30:00,scheduled,2025-07-24,True,system,2025-06-28T17:58:25.328201
162,4,2192067,James Martin,2025-07-31,Thursday,10:30:00,12:30:00,scheduled,2025-07-31,True,system,2025-06-28T17:58:25.328201
163,4,2192067,James Martin,2025-08-07,Thursday,10:30:00,12:30:00,scheduled,2025-08-07,True,system,2025-06-28T17:58:25.328201
164,4,2192067,James Martin,2025-08-14,Thursday,10:30:00,12:30:00,scheduled,2025-08-14,True,system,2025-06-28T17:58:25.328201
165,4,2192067,James Martin,2025-08-21,Thursday,10:30:00,12:30:00,scheduled,2025-08-21,True,system,2025-06-28T17:58:25.328201
166,4,2192067,James Martin,2025-08-28,Thursday,10:30:00,12:30:00,scheduled,2025-08-28,True,system,2025-06-28T17:58:25.328201
167,4,2192067,James Martin,2025-09-04,Thursday,10:30:00,12:30:00,scheduled,2025-09-04,True,system,2025-06-28T17:58:25.328201
168,4,2192067,James Martin,2025-09-11,Thursday,10:30:00,12:30:00,scheduled,2025-09-11,True,system,2025-06-28T17:58:25.328201
169,4,2192067,James Martin,2025-09-18,Thursday,10:30:00,12:30:00,scheduled,2025-09-18,True,system,2025-06-28T17:58:25.328201
170,4,2192067,James Martin,2025-09-25,Thursday,10:30:00,12:30:00,scheduled,2025-09-25,True,system,2025-06-28T17:58:25.328201
171,4,2192067,James Martin,2025-10-02,Thursday,10:30:00,12:30:00,scheduled,2025-10-02,True,system,2025-06-28T17:58:25.328201
172,4,2192067,James Martin,2025-10-09,Thursday,10:30:00,12:30:00,scheduled,2025-10-09,True,system,2025-06-28T17:58:25.328201
173,4,2192067,James Martin,2025-10-16,Thursday,10:30:00,12:30:00,scheduled,2025-10-16,True,system,2025-06-28T17:58:25.328201
174,4,2192067,James Martin,2025-10-23,Thursday,10:30:00,12:30:00,scheduled,2025-10-23,True,system,2025-06-28T17:58:25.328201
175,4,2192067,James Martin,2025-10-30,Thursday,10:30:00,12:30:00,scheduled,2025-10-30,True,system,2025-06-28T17:58:25.328201
176,4,2192067,James Martin,2025-11-06,Thursday,10:30:00,12:30:00,scheduled,2025-11-06,True,system,2025-06-28T17:58:25.328201
177,4,2192067,James Martin,2025-11-13,Thursday,10:30:00,12:30:00,scheduled,2025-11-13,True,system,2025-06-28T17:58:25.328201
178,4,2192067,James Martin,2025-11-20,Thursday,10:30:00,12:30:00,scheduled,2025-11-20,True,system,2025-06-28T17:58:25.328201
179,4,2192067,James Martin,2025-11-27,Thursday,10:30:00,12:30:00,scheduled,2025-11-27,True,system,2025-06-28T17:58:25.328201
180,4,2192067,James Martin,2025-12-04,Thursday,10:30:00,12:30:00,scheduled,2025-12-04,True,system,2025-06-28T17:58:25.328201
181,4,2192067,James Martin,2025-12-11,Thursday,10:30:00,12:30:00,scheduled,2025-12-11,True,system,2025-06-28T17:58:25.328201
182,4,2192067,James Martin,2025-12-18,Thursday,10:30:00,12:30:00,scheduled,2025-12-18,True,system,2025-06-28T17:58:25.328201
183,4,2192067,James Martin,2025-12-25,Thursday,10:30:00,12:30:00,scheduled,2025-12-25,True,system,2025-06-28T17:58:25.328201
184,4,2192067,James Martin,2026-01-01,Thursday,10:30:00,12:30:00,scheduled,2026-01-01,True,system,2025-06-28T17:58:25.328201
185,4,2192067,James Martin,2026-01-08,Thursday,10:30:00,12:30:00,scheduled,2026-01-08,True,system,2025-06-28T17:58:25.328201
186,4,2192067,James Martin,2026-01-15,Thursday,10:30:00,12:30:00,scheduled,2026-01-15,True,system,2025-06-28T17:58:25.328201
187,4,2192067,James Martin,2026-01-22,Thursday,10:30:00,12:30:00,scheduled,2026-01-22,True,system,2025-06-28T17:58:25.328201
188,4,2192067,James Martin,2026-01-29,Thursday,10:30:00,12:30:00,scheduled,2026-01-29,True,system,2025-06-28T17:58:25.328201
189,4,2192067,James Martin,2026-02-05,Thursday,10:30:00,12:30:00,scheduled,2026-02-05,True,system,2025-06-28T17:58:25.328201
190,4,2192067,James Martin,2026-02-12,Thursday,10:30:00,12:30:00,scheduled,2026-02-12,True,system,2025-06-28T17:58:25.328201
191,4,2192067,James Martin,2026-02-19,Thursday,10:30:00,12:30:00,scheduled,2026-02-19,True,system,2025-06-28T17:58:25.328201
192,4,2192067,James Martin,2026-02-26,Thursday,10:30:00,12:30:00,scheduled,2026-02-26,True,system,2025-06-28T17:58:25.328201
193,4,2192067,James Martin,2026-03-05,Thursday,10:30:00,12:30:00,scheduled,2026-03-05,True,system,2025-06-28T17:58:25.328201
194,4,2192067,James Martin,2026-03-12,Thursday,10:30:00,12:30:00,scheduled,2026-03-12,True,system,2025-06-28T17:58:25.328201
